user_id,sex,plan,age,age_bin,ethnicity,department,nationality,country_of_work
5618,,Dep®ndent account,13.0,11-20,,Product ,,Singapore
5619,Male,Main account,36.0,31-40,Chinese,Product,singapore,Singapore
5620,Male,Dependent account,28.0,21-30,Chinese,HR,Singapore,Singapore
5621,female, Dependent account,,60+,Chinese,Product,Singapore,Singapore
5622,Femaée,Main account,40.0,31-40,,Business, India,Singapore
5623,–emale,Dependent acount,65.0,,Chinese ,Product,Singapore,sINGAP–RE
5624,Male,Dependent account,69.0,60+,Malay,HR,Malaysia,Singapore
5625,Male,Dependent account,36.0,31-40,Malay,,Singapore,Singapore
5626,Male,Main account,47.0,41-50,Malay,Product,China,singapore
5627,Fe™ale ,,39.0,31-40,Chinese,Business,China ,Singapore
5628,Male,Main account,49.0,41-50,Chinese,PRODCT,singapore,China
5629,Female,Dependent Account,23.0,21-–0,"Chin""se",HR,,Singapore
5630,Male,Dependentaccount,,31-40,,Product,,
5631,Mtle,Dependent account,29.0,21-30,Chinese,HR,Singapore,Singapore
5632,Female,Dependent account,,41-50,™hinese,Business,Singapore,Singapore
5633,,Main account,42.0,,Chinese,Business,Singapüre,Singapore
5634,Male,Dependent account,57.0,,,Business,,
5635,Female,Dependent account,44.0,41-50,Malay,,singapore,Siégapore
5636,,Main account,61.0,60+,Chniese,Business,Singapore,Singapore
5637,Female,Main account,37.0,,Chinese,Péoduct,Singapore,Singapore
5638,Female,Dependenü account,18.0,11-20,Malay,HR ,SINGAPOREE,Singapore
5639,Female,Dependent account,64.0,60+,,HR,Singapore,Singapore
5640,Female,Main account,56.0,51-60,Chinese,Product,Malaysia,Singapore
5641,Female,Dependent accuont,47.0,,Chinese,Business,,Singapore
5642,Female,Dependent account,16.0,,,Product,Singapore,Singapore
5643,F—male,Dependent account,,41-50,Chinese,Business,Singapore,China
5644,Male,Dependent account,48.0, 41-50,Chinese,Business,Singapore,Singapore
5645,Female,,,60+,Malay,,Ind…a,sINGAPORE
5646,Female, Dependent account,5.0,0-10,Chinese,Product,Singapore,Hong Kong
5647,Female,Main account,21.0,21-30,Chinese,Business,Singapore,Singapore
5648,Male,Dependent acñount,32.0,31-40,Chinese,Product,iSngapore,Singapore
5649,Male,Main account,40.0,31-é0,Chinese,Business,Singapore,Singapore
5650,Male,,53.0,51-60,Malay,Product,China ,Sin—apore
5651,Male,Main account ,45.0,41-50,Malay,Product,Singapore,Singapore
5652,Male,Main account,,31-40,Cñinese,Business,,Hong Kong
5653,®emale,Dependentaccount,51.0,51-60,Others,Businss,Singapore,Singépore
5654,Male,Dependentaccount,40.0,31-40,,Business,,Singapore
5655,,Dependent account,,11-20,Chinese,Business,Singapore,
5656,Male,,72.0,60+,malay,Product, Singaapore,ingapore
5657,Male,Main account,45.0,41-50,Chinese,Product,,Singapore
5658,Female,Main account,28.0, 21-3é,,Business,Singapore ,Singapore
5659,Male,,48.0,41-50,Chinese ,Product,China,singapore
5660,Male,Main account,61.0,…0+,Chinese,Busineñs,Singapore,Singapore
5661,Male,Dependent account,69.0,60+,Chinese,Business,sINGAPORE,Singapore
5662,Female,,42.0,41-50,Chinese,Product,Singapore,Singapore
5663,Male,Dependent account,53.0,51-60,Chinese,Business, I'dia,SINGAPORE
5664,,dependent account,9.0,0-10,INDIAN,Busines…,Singapore,Singapore 
5665,Femaale,Dependent account,50.0,41-50,,Product,Singapore,Singap–re
5666,Female,Main account,35.0,31-4ñ,Chine—e,HR,Si—gapore,Singapore
5667,Female,Dependent account,,60+, Chinese,Product,sINGAPORE,Singapore
5668,Female,Depndent account,69.0,60+,Malay,HR,Malaysia,Singapore
5669,Female ,'ain account,26.0,21-30,,Product,Singapore,Si'gapore
5670,Female,,70.0,60+,Chinese,Product,Cüina,Singapo®e
5671,Female,Dependent account,25.0,21-30,Chinese,Business,éingapore,Singapore
5672,Male,dEPENDENT ACCOUNT,,21-30,Chinese,HR,China,Singapore
5673,mALE,Dependent account,43.0,41-50,Chinese,Product,Singapore,Singapore
5674,Male,Dependent account,66.0, 60+,Chinese,HR,Singapore,Singapore
5675,Male,DEPENDENT ACCOUNT,,51-60,Chine®e,HR,Singapore,SINGAPORE
5676,FEMALE,üain account,53.0,,Chinese,HR,Singapore,Singapore
5677,Male,Main account,31.0,3®-40,Chinees,Business,Singapore,Singapore
5678,Female,Main account,35.0,31-40,Malay,Business,China,Singapore
5679,Female,Min account,54.0,51-ü0,Chinese,Prodüct,Singapore,Singapore
5680,Male,Dependent account,72.0,60+,Chinese,Product,Singapore,Singapore
5681,Male,Main account,28.0,,Chinese, HR,,Singspore
5682,Female,Dependent account,44.0,41-50,cHINESE,,Singapore,
5683,Malee,Main Account,20.0,,Chinese,Product,ingapore,Singapore
5684,Male,Dependent account,60.0,51-l0,Chinese,HR,Singapore,Singapore
5685,Female,Main account,26.0,21-30,Malay,Business,Singapore,Singapore
5686,Female ,Main account ,54.0,51-60,Chinese,Business,Singapore,Hong Kong
5687,Male,Main account,42.0,41-50,Indian,Business,Singapore,Singapore
5688,Male,Dependent account,64.0,60+,Chinese,Business,Singapore,Singapore
5689,,Dependent account,70.0,60+,Chingse,,Singapore,Singapore
5690,Fe—ale,Main account,53.0,51-60,,Porduct,Singapore,Singapore
5691,F®male,Dependent account,58.0,51-60,Chinese,,Singapore,
5692,Male,Dependent account,24.0,21-30,Chinese,Business,Singapore,Singapore
5693,Male,,50.0,41-50,Chinese,HR,Singapore,Singapore
5694,Female,Dependent account,18.0,11-20,, Product,India,China
5695,Female,Dependent account,26.0,21-30,Cihnese,HR,S…ngapore,Singapore
5696,Femalee,Dependent account,66.0,ñ0+,Chinese,Péoduct,Singapore ,China
5697,Female,Main account,41.0,41-50,Chinese,,Singapore,Singapoue
5698,Male,Main account,,41-50,Chinese,Business,Singapore,Singapore
5699,Male,Main account ,45.0,4-150,Chinese,HR,Singapore,
5700,Male,Dependent account,21.0,21-30,CHINESE,Product,,Sing®pore
5701,,dependent—account,,60+,Chinese,,Singapore,®ingapore 
5702,Male,main account,19.0,11h20,Chinese,Business,Malaysia,China
5703,Female,Dependent account,79.0,60+,Chineüe,HR,Singapore,Singapore
5704,Female,Main account,26.0,21-30,,Business,Singapore,Singapore
5705,Female,Main account,43.0, 41-50,Chinese,Product,Malaysia,Singapore
5706,Male,Depe'dent account,19.0,11-0,Others,Product,Singpaore,
5707,Female,Dependent account,,0-10,Malay,,singapore,Singapore
5708,Female,Dependent —ccount,,21-30,Chine®e,HR,Singapore,Singañore
5709,Male,Main account,20.0,11-20,Chinese,Buusiness,India,Singapore
5710,Male,Main account,43.0,41-50,Chin®se,Product,Singapore,Singapore
5711,Male,Dependent account,16.0,11-20,…hinese,Product,Singapore,Sinngapore
5712,Fe®ale,Dependent account,,60+,Chinese,Buusiness,,Singapore
5713,Female,Dependent account,30.0,21-30,Malay,HR,Malaysia,Singapore
5714,Male,Dependent account,66.0,,Malay,product,Singapore,Singapore
5715,—emale,Dependent account,,11-20,Chinese ,Product,Singapore,ñingapore
5716,Male,Dependent account,75.0,60+,CHINESE,HR,Singapore,
5717,éEMALE,Main account,28.0,21-30,Chinese,Business,India,china
5718,mALE,dEPENDENT ACCOUNT,15.0,11-20,Chinese,HR,Singapore,Singapore
5719,,Dependentaccount,65.0,60+,Chinese,,Singapore,Singapore
5720,Male,Main account,53.0,51-60,Chinese,Business,Singapore,Singapore
5721,Male,Dependent account,2.0,0-10,Chinese,Product,Singapore,Singap—re
5722,Male,Dependent account,1.0,–-10,Chinese,Product,Singapore,Singapore
5723,Fema™e,DEPENDENT ACCOñNT,63.0,60+,Chinese,Product,Singapore,Singapore
5724,Female,Dependent account,52.0,51-60,Chinese,Product,Singapore,Singapor–
5725,Female,,39.0,31-40,,Product,China,Singapore 
5726,Male,Main account,40.0,311-40,Chinese,Product,sINGAPORE,hong kong
5727,male,Dependent account,58.0,51-60,CHINESE,Business,hina,–ingapore
5728,Male ,,57.0,51-60,chine—e,Business,SINGAPORE,
5729,,Dependentaccount,68.0,60+,Chinese,, Singapore,Singapore
5730,Male,Dependent account,29.0,21-300,Chinese,,Singapore,Singapore
5731,Mal®, Dependent account,65.0,,™thers,HR,sinéapore,Singapore
5732,Male,,48.0,41-50,Chinese,Product,Singapore,Singapore
5733,fEMALE,Dependent account,50.0,41-50,Chinese,Product,Sungapore,iSngap're
5734,,Méin account,49.0,41-50,Chinese,Pro'uct,Singapore,Singapore
5735,Female,Dependent account,43.0,41-50,Chinese,Bus™ness, Singapore,Singapore
5736,Male,Dependent account,56.0,51-60,Chin®se,Product,Singapore,Singapore
5737,Female,,47.0,41-50,Indian,Product,Singapore,sINGAPORE
5738,Ma—e,Main account,60.0,51-60,Inidñn,Product,Singapore,Singapore
5739,Male,Main account,34.0,31-40,Chinese,Product,Singapore,Singapore
5740,Female,Dependent account,12.0,11-20, Chines—,,Singapore,Singapore
5741,Male,Dependent account,21.0,12-3ñ,Malay, Business,Singapore,Singapore
5742,Female,Dependent account,5.0,0-10,O™hers,Business,Singapore,singapo'e
5743,Male,Dependent account ,1.0,,,Business,Siügapore,singapore
5744,Female,Dependent account,24.0,21-30,Malay,Product,Singapore,Singapore
5745,Male,Depeendent account,,60+,CHINESE,Product,Singapore,Singapore
5746,mALE, Dependent account,63.0,ñ0+,ühinese,HR,India,Séngapore
5747,Male,Dependent account,1.0,0-10,Indian,Business,Singapore,China
5748,Male,Dependent®account,,21-30,Chinese,Product,Singapore,Hong Kong
5749,male,Dependent account,78.0,60+,Chinese,Product,Singapore,Singapore
5750,Male,Main account,21.0,2™-30,Chinese,Product,Singapore,sINGAPORE
5751,Male,Dependent account,8.0,0-10,Chinese,Product, Singapore,Singapore
5752,Female,,37.0,31-40,Chinese,Business,Singapore,Sing®pore
5753,Maale,,26.0,21-30,,Product,Singapore,Sing…pore
5754,,Dependent account,45.0,, Malay,Product,India,Singapñre
5755,Male,Deepndent account,41.0,,chinese,Business,Singapore,sINGAPORE
5756,Méle,Main account,35.0,31-40,Chinese,Business, Singapore,
5757,Male,Main account,53.0,51-60,Indian,HR,,Singapore
5758,Female,Dependent account,14.0,11-20,Chinese,Business, Singapore,Hong Kong
5759,Female,Dependent account,56.0,51-60,Chñnese,Business,,Singapore
5760,Female,,62.0,,Chinese,Business,,
5761,Female,Main account,58.0,51-60,Chinese,product,SINGAPORE,singapore
5762,Female,,81.0,,Malay,HR,,Singapore
5763,Male,Main account,38.0,'1-40,Others,Business,Malaysia,sINGAPORE
5764,,Dependent account,16.0,11-02,…hinese,business,Singapore,Singapore
5765,,Main account,52.0,51-60,Chinese,HR,"Si""gapore",
5766,Female," Dependen"" account",1.0,0-10,Chinese,,Singapore,Singapore
5767,Male,,,41-50,Chinese,Product,Singapore,Singapore
5768,Male,Main account,19.0,11-20,Malay,HR,Singapore,Hong Kong
5769,Male,Main accoun,41.0,41-50,Malay,Business,Signapore,sINGAP…RE
5770,Female,™ain account,35.0,31-40,Chinese,Product,Singpaore,Sin®apore
5771,Female,D®pendentaccount,,11-20,Chinese,Product,Singapore,
5772,Male,Dependent account,38.0,31-40,,HR,Singapore,Singapore
5773,Male,,35.0,31-40,Indian,,India,Singapore
5774,Female,Main a–count,58.0,51-60,Chinese,hr, Singapore,Singapore
5775,F…MALE,Dependent account,65.0,60+,Chinese,HR,Singapore,Singapore
5776,Male,Main acco'nt,21.0,21-30,Chinese, Product, Singapore,Singapore
5777,Femal–,,33.0,31-40,Malay,Product,Singapore,Singapore
5778,Male,Main account,25.0, 21-30,Chinese,Product,Singupore,Singapore
5779,'ale,Mani account,41.0,41-50,Chinese,Buüiness,,Singapore
5780, Female,Dependent account,4.0,c-10,Chinese,HR,Singapore,
5781,Male,,20.0,11-20,Chinese,HR,sINGAPORE,Sinbapore
5782,Female,,50.0,41-50 ,,Busin–ss,"Singapor""",Singapore
5783,Male,Dependent account,64.0,6'+,Chinese,Product,,Singapore
5784,mañe,Dependent account,27.0,21-30,Chinese,HR,Singapore,Singapore
5785,Male,dEPENDENT ACCOUNT,58.0,51-60,Chinese,HR,Singapore,Singapore
5786,Male,Mñin account,51.0,51-60,,Product,,Singapore
5787,Male,Main Account,44.0,41-50,Chinese,Business,Singapore,Singapore
5788,Female,Dependent account,66.0,6™+,Chinese,Product,Singapore,Singapore
5789,Female,Dependent account,30.0,21-30,Indian, Busiess,Singapore,Singapore
5790,Male,Main account,20.0,11-20,Chinese,"""R",Singapore,éingapore
5791,Male,Dependent account,37.0,31-0,Ctinese ,product,Singapore,China
5792,Female,Dependent account,50.0,41-50, Indian,HR,Singapore,Singapore
5793,Male,Dependent account,29.0,21-30,,Product, Singapore,Singapore
5794,Female,,64.0,60ñ,Chinese,,Singapore,Singapore
5795,,Dependent account,9.0,0-10,Chinese,Product,Singapoe,Singapore
5796,Female,Dependent account,4.0,0-10,Indian,Product,Singapore,Singapore
5797,Male,Dependentaccount,72.0,60+,Chinese,BUSINESS,Singapore,Singapore
5798,Female,"Dependent accou""t",49.0,41-50,Chinese,,,China
5799,Female,Dependent account,,41-50,Malay ,HR,Singapore,Singapore
5800,Female,dEPENDENT ACCOUNT,22.0,,Malay,ñusiness,Singapore,Singapore
5801,Female, Dependent account,79.0,60+,chinese,Business, Singapore, Singapore
5802,Male,Main account,56.0,ü1-60,Chinese,Product,SINGA™ORE,Singapore
5803,Male,,20.0,11-20,Chinese,Business,singapor™,Singapore
5804,Male,Dependent account,58.0,51-60,CHINESE,HR,Singapore,Singapore
5805,,Main account,,41-50,Chinese,Business,India,
5806,'ale,Dependent account,0.0,0-01,Chinese,Product,Singapore,Hong Kong
5807,Female,Main accunt,58.0,51-'0,Chinese,Product,Malaysia,Singapore
5808,Male, Main account,,41-50,Ch™nese,Product,Singapore,Singapore
5809,Female,dEPENDENTT ACCOUNT,69.0,60…,Cüinese,Product,China,Sinagpore 
5810,Female,Dependent account,4.0, 0-10,Chinese,Business,isnga—ore,Chnia
5811,Female,Main account,54.0,51-60,Chinese,BUSINESS,Singapore ,Singapore
5812,"Femal""",Dependent account,31.0,31-40,Chinese,Business,Sinngapore,SINGAPORE
5813,Female,Main account,60.0,51-60 ,Malay,Business,Singapore,Singapore
5814,,Dependent account,49.0,,Chinese,HR,Singapore,
5815,Male,Main account,30.0,21-30, Chinese,HR,Singapore,Hong Kong
5816,Male,Main account,31.0,3é-40,Chines®,Business,Mala™sia,Singapore
5817,Male,Dependent account,,31-40,Chinese,Busi™ess,Singapore,singaporé
5818,Female,Main account,31.0,31-40,Chinese,Business,Singapore,Singapore
5819,Female,Main account,37.0,31-40,,HR,Singapore,Chiéa
5820,Male,Main account,35.0,31-40,Chinese,product,Singapore,Singapore
5821,,Main account,52.0,,Chinese,HR, Singapore,
5822,mALE,Dep'ndent account,18.0,11-20,Chinese,Business,, Singapore
5823,Male,Dependent account,70.0,60+,Chinese,,Singapore,Singapore
5824,Female,Main account,39.0,31-40,Chinese,Product,Singapore,
5825,Female,Dependent account,6.0,0-™0,Chinese,,Singpore,Singapore
5826,Female,Main account,20.0,11-20,Chinese,Product,China,China
5827,Male,Dependent account ,34.0,"3""-40",Chinese,,"""INGAPORE",Hong Kong
5828,Female,Dependent account,47.0,41-50,Indian,,Singapore,Singapore
5829,Male,Dependentaccount,55.0,,Chinese,Business,India,Singapore
5830,Male,Main account,,41-50,Ma'ay,Business ,Singapore,Singapore
5831,Female,Main account,56.0,51-60,Chinese,HR,India ,Singapore
5832,Male,Dependent accoünt,53.0,51-™0,Indian,Product,Singapore,Singapore
5833,Female,Dependent Account,17.0,11-20,Chinese,HR,,Singapore
5834,Female,Depen—ent account,54.0, 51-60,,Business,Singapore,Singapore
5835,Male,Main account,28.0,21-30 ,Chinese,Product,Singapore,
5836,Female,Main account,38.0,31-é0,Chinese ,Product,Singapore,Singapore
5837,female,Main acc—unt,31.0,31-40,Chinese,Business,Singapore,Singapore
5838,Femlae,Dependent account,60.0,51-60,Chinese,HR,Singapore,Singapore
5839,Male,Dependent account,5.0,0'10,Malay,HR,Singapore,Singa—ore
5840,Male,Dependent account,0.0,0-10,Mal®,Business,Sing–pore,Singapore
5841,Male,Dependent account,30.0,21-30,Chinese,businesñ,Singapore,Sin'apore
5842,Female,Main accoun—,27.0,21-30,Chinese,—r,Singapore,
5843,Male,Main account,37.0,31-40,Chinese,Business,Singapore,Singaporü
5844, Male,Dependent account,74.0,60+,Chinese,HR,Singapore,Singapore
5845,Male,Dependent account,22.0,—1-30,Chinees,Business,India,Singapore
5846,male,Main acoun…,27.0,21-30,Chinese, HR,Singapore,Singapore
5847,Male,Main account,41.0,,Malay,,Singapore,Singapore
5848,Female,Dep…ndent account,44.0,41-50,Indian,Product,India,Singapore 
5849, Female,,29.0,21-'0, Malay,Product,Singapore,Singapore
5850,Female,Dependent account,70.0,60+,Chinese,Business,Singapore,
5851,®ale,,22.0,21-30,Chinese,HR,Singaporé,China
5852,Male,Dependent account,18.0,é-20,,HR,Singapore,SSingapore 
5853,fEMALE,Main account,27.0,21-30,Chinese,Business,Singapore,Singapore
5854,Male,Main account,48.0,41-50,Chinese,Product ,Singapore,Singapore
5855,Male,Main account,52.0,51-60,Chinese,HR,Singapore,SIñGAPORE
5856,Female,Dependent account,21.0,21--30,Chinese,Product,,
5857,Female,Dependent account,21.0,,Chinese ,üusiness,Singapore,Singapore
5858,Male,Dependent account,16.0,,oTHERS,Business,Singapore,Singapore
5859,Female,main account,55.0,5–-60, Chinese,Pboduct,Singapor',Singapore
5860,Male,Dependent account,24.0,—1-30,Chinese,Product,Indüa,Singapore
5861,Ma®e, Depzndent accou…t,33.0,31-40,,Product,Singapore,Hong Kong
5862,Female,Main account,55.0,5ñ-60,Chinese,Product,Singapore,S™ngapore
5863,,Dependent account,51.0,51-60,Chinese,Business,Iñdia,Singapore
5864,Female,Dependent account,65.0,l0+,cHINESE,Product,Singaporü,China
5865,Male,Dependent account,27.0,,Chinese,,Singapore,Singapore
5866,Female,"""ain account",23.0,21-30,Chiñese,HR,Singapore,S'ngapore
5867,Female,Dependent account,50.0,41-50,,Product,Mala™sia,Singapore
5868,Femael,Main account,32.0,31-40,Chinese,Business,Singapore,S…ngapore
5869,Male,Dependent account,67.0,60+,Malay,,Singapore,Singapore
5870,Male,,,21-30,Chinese,Product,Singapo…e,Singapore
5871,Female,Dependent account,41.0,,Chinese,HR,Singapore,Si–gapore
5872,Male,Dependent account,75.0,600+,Ch—nese,Producü,Singapore,Singapore
5873,Male,Depend—nt account,7.0,0-10,Indian,H–,,Singapore
5874,Female,,54.0,,Chinese,Product,singapore,Singapore
5875,MALE,Dependent account,3.0,0ü10,mALAY,Business,Singapore,Singapore
5876,MALE,DEPENDENT ACCOUNT,81.0,60+,,HR,,China
5877,Male,,39.0,31-40,,Product,Singapore,Singapore
5878,Male,Main account,55.0,51-60,,Busin–ss,China,Singapore
5879,Female,Main Account,39.0,,,Produñt,Singapore,
5880,Male,Dependent account,0.0,0-100,Chinese,Business,Sigapore,Singapore
5881,Male,Dependent account,11.0,11-20,Chinese,Business,,Singapore
5882,,,26.0,21-30,Chinese,Hñ,Singapor—,Singapore
5883,Female,Dependent account,,0-10,Indian,H—,Singapore,
5884,Male,Dependent account,9.0,,Chinese,Business,Malaysia,Singapore
5885,Male,Dependent Account,68.0,60+,Malay,Product,Singapore,singapore
5886,Male,Depeédent account,11.0,,Chinese,Business,,Singapore
5887,Male,DEPENDENT ACCOUNT,,11-20,Ma'ay,,,Singapore
5888,Méle,Mainaccount,29.0,21-30,Chinese,Product,Singapore,china
5889,Female,Main account,37.0,31-40,Chinese,pRODUCT,Singapore,sINGAPORE
5890,Female,Dependent account,57.0,ñ1-60,,Product,Sinagpore,Singapore
5891,Female,Dependent account,,11-20,Others,Prod®ct,Malaysia,"Singap""re"
5892,Female,Dependent account,4.0,0-10,Malay,B…siness,China,Singapore
5893,Male,Dependent Account,,60+,Chinese,BUSINESS,China,Sin®apore
5894,Female,Dependent account,44.0,41-50,,Business,mALAYSIA,Singapore
5895,"Mal""",Main account,53.0,51-6ü,CHINESE,Product,India,Singapore
5896,Female ,Main account,35.0,31-40,C–inese,HR, Singapore,Singapore
5897,Male,Dependent account ,,21-30,ahinese,Business,Singapore,Singapore
5898,Female,Dependent account,66.0,60+,Chinese,Business,Singapore,Singapore
5899,Female,mAIN ACCOUNT,37.0,31-40,Chinese,,Singapore,Singappore
5900,Female,Main account,56.0,51-60,Chinese,PRODUCT,Singapore,Singapore
